age,mean_mental_health,sd_mental_health,sem_mental_health,mean_physical_health,sd_physical_health,sem_physical_health
25,46.53688275862066,10.34501482613634,.2716733989401814,54.0491586206896,7.633489224836733,.2004652480772881
26,46.56539148351655,10.31667578713256,.2703703698256808,54.20131181318678,7.631058962532476,.1999880849638422
27,46.79292780748665,10.81032004687442,.2794941710572566,53.86871657754015,7.939763083153556,.20527768758878
28,47.06618055555562,10.31005042324505,.2590497638147629,53.76008838383849,8.00390256153497,.2011056185998179
29,47.06884908984157,10.64059175042379,.2578448472189004,53.81368173810918,7.769432043249889,.1882703579986148
30,47.13305039787804,10.25374187202077,.2361710731596156,53.76804244031825,7.83604101495178,.1804849623603028
31,47.1345607297168,10.5098190096817,.2302770207745783,53.70604416706681,7.703478685864096,.1687882655017265
32,47.4212330009068,9.998121076231413,.2128705771539423,53.35025838621931,8.234773713900557,.1753270459364009
33,47.42839262187096,9.963440386715309,.2087987100892324,53.43254281949923,8.09087870800246,.1695563953964992
34,47.43667653276964,9.929017202357745,.2041694179035345,53.41797885835086,8.353490585719948,.1717720168662916
35,47.34234845443598,10.02976063413922,.2009572618922678,53.22543556804501,8.524448680247435,.1707966848274339
36,47.67706467661693,10.03739967245301,.1963593168613076,52.82206659012613,8.872137660210226,.1735635669504634
37,47.52520998864947,10.11863367871464,.1968218420408619,52.85314793794917,8.916663338408643,.1734418063592497
38,47.54405336257323,9.904564821106812,.189355250591897,52.56566885964898,9.058476793554956,.1731797584452387
39,47.55841258491239,10.04789481705522,.1899891706589654,52.58140150160869,8.976187013412444,.1697249381495625
40,47.68246258503408,9.98709380779602,.1841897523552633,52.32167346938747,9.549235234187778,.1761144239572676
41,47.95797502531222,9.988808265446849,.1835049785137674,51.79857914276067,9.79161269534397,.1798822872083477
42,48.11990501146418,10.01218339856195,.1812030043720633,52.1283393383556,9.599823957409402,.1737400198617359
43,47.9487897469177,9.927234476484635,.1788183003487587,51.81076898118081,9.682789901589461,.1744151442113905
44,48.16969572107777,10.18254209775593,.1812827716239506,51.38712836767029,9.92877556424456,.1767648918942433
45,47.92213546566315,10.18490181064888,.1803555814094756,51.37718093446217,9.921279007807049,.1756873141288204
46,48.01946339950367,9.974197483640294,.1756630609814704,51.33993796526026,9.794688474094439,.1725015933904893
47,48.13386147716827,10.00748939571411,.1751929403589605,50.9492307692307,10.16329871162835,.1779205667506532
48,48.22033188585623,9.996431556063785,.1760546418807253,50.6913027295285,10.20354566458341,.1797022835415892
49,48.00565138171888,10.06987024414094,.1754801549059523,50.27258123291816,10.42126654360593,.1816036774110581
50,48.09148423005573,10.22917969594797,.1798749971813933,50.30349412492262,10.42443229999157,.1833084163455825
51,48.2838878504674,10.20334111563354,.1800901210202536,49.65276635513999,10.79672093721919,.1905633417691517
52,47.96200126863307,10.54330722814738,.187765101569228,49.33755470980012,11.01475246107744,.1961610403510476
53,47.93086902156918,10.52044547134814,.1860060240595349,48.75283526101898,11.51331248100365,.2035603420196314
54,48.30309845559852,10.30085504998599,.1847705582322393,48.90828828828827,11.37476078462884,.2040336350463375
55,48.20354972817426,10.37805472605531,.1855889077820032,48.13392708666447,11.91355916838716,.2130480607609647
56,48.41264859568914,10.35014484003478,.1870440227067928,48.2458099281513,11.67078173918039,.2109100885415193
57,48.59101906640378,10.36242291940307,.1878805004059697,47.60484878369485,12.02556962836669,.2180349187653611
58,48.79023880597033,10.31182230771678,.1877983457735065,47.13472636815915,12.12113743741869,.2207494942903616
59,49.17545182724254,10.24495378439414,.1867354427957819,46.86059136212612,12.4360019653082,.2266718213154317
60,49.58007922838452,10.0904671302272,.1872784274982007,46.67220117120207,12.09231693917458,.2244326324986981
61,49.99493374108052,10.00895913696651,.1844989016718878,46.48632347944272,12.18864010156624,.2246777792615167
62,50.56039843239722,9.608495140637869,.1736412012624107,46.17530372305676,12.08433481880229,.2183836681687379
63,50.96025746980303,9.507342079435555,.1695039258232295,46.11387794024136,12.21299676625039,.2177423385683782
64,51.35619931909621,9.377431529094748,.1649739689311699,45.80515629835951,12.13057653315157,.2134091142002196
65,51.799938366718,9.293654571048267,.1631470314261456,45.93170107858217,11.91165451648046,.2091051543696903
66,52.07209124311093,9.003929800822222,.1575520325001486,45.9585425597058,11.81641195301532,.206765241537824
67,52.15502122498478,8.975923446266044,.1562981416079917,45.72679502728918,11.91224858582419,.2074284977454068
68,52.14667590881082,8.98854070046411,.1577665510638945,45.75907578558216,12.05328684756545,.21155886792903
69,52.64925868486357,8.735356047531809,.1538448967537784,45.45706885856075,12.05078831605567,.2122354571693799
70,52.36220376876398,8.947577821951098,.1599057020907055,45.09672628553169,12.0223874998397,.2148568419547065
71,52.36398218409774,8.813577408988747,.1600881754974218,44.55263609369843,12.02114098467649,.2183497617745377
72,52.23927631578955,8.844929016468887,.1645870864910214,44.3214542936288,12.18184058928276,.2266805812635622
73,52.11694208779061,9.196447696791305,.1766262898627544,43.69554776835108,12.1818038727716,.2339628183427918
74,52.28820613690027,9.12786573460318,.1810428885259388,43.30701809598745,12.35333500368102,.245017128540424
75,52.45129391602401,8.885677598918978,.183924729388189,42.66651242502141,12.34044192853266,.2554349307600539
76,52.42628544423448,8.800569044668201,.1913167183623522,42.10818998109636,12.42432008723552,.2700939149399028
