age,mean_mental_health,sd_mental_health,sem_mental_health,mean_physical_health,sd_physical_health,sem_physical_health
25,46.57562282533059,10.37714849276655,.2737471757713975,54.07668058455124,7.583961905227127,.2000634523213136
26,46.57309672929713,10.33533541600125,.2726441548709264,54.22123869171891,7.62953827660342,.2012657482077861
27,46.79485074626872,10.84862917301448,.2825700462307578,53.82909769335151,7.961335550484475,.2073658264727906
28,47.00749680715201,10.31741477598598,.2607203985489022,53.75467432950187,8.034340536045429,.2030272613940905
29,47.09078478002384,10.60263240982634,.258523906048844,53.85240190249695,7.731483373548142,.1885167007609289
30,47.10769729729737,10.26016496299484,.2385439900140436,53.74094054054051,7.855078681614437,.1826268697769177
31,47.17362304687512,10.43441940937978,.2305702725661551,53.72738281249995,7.662439441736424,.1693175903025964
32,47.40664979291314,9.999317803859618,.214506525519329,53.3803589507593,8.24182292790635,.1768045415586587
33,47.44508685968833,9.908617819310358,.2091244949370994,53.49423162583523,8.018972061502188,.1692429270012023
34,47.44827128797617,9.921638362586432,.2052362340483385,53.41115960633282,8.334638840710506,.1724080061485442
35,47.31403587443953,10.05378609190325,.2029929087117557,53.21148797390954,8.515215775412479,.1719281077554721
36,47.69259085580312,10.02990989310911,.198272228755165,52.82926924579895,8.83927488573946,.1747356407836928
37,47.44976744186063,10.13453418355613,.1995234468917402,52.85795348837199,8.935708260831389,.1759215845867798
38,47.52623791821572,9.957524277965607,.191988508162007,52.56057620817842,9.063355468542284,.1747482654094927
39,47.58669334303389,10.06398891798007,.19194764138195,52.61316842488158,8.945632917282264,.1706175506685369
40,47.65707569996547,9.957625042846381,.1851320251745226,52.31427929484944,9.580050091662278,.1781121569763215
41,47.92759411362086,10.01698024611974,.1853090849494503,51.79462354551662,9.801380381859554,.1813205961454753
42,48.14390609390608,9.983142444731104,.182175345480016,52.14198801198798,9.586562923422198,.1749384447040603
43,47.95113493896418,9.903692425655366,.1798888212513829,51.81240184757495,9.673449381792146,.1757067295645902
44,48.18636042402838,10.21738574301011,.1831260928756306,51.37321233536763,9.933769895834875,.17804284914997
45,47.91643992371288,10.20458657325459,.1819349163117906,51.39409090909066,9.927977561309728,.1770033262784254
46,47.97735545023697,10.0362683983864,.1783961222069231,51.31569036334888,9.801597976231234,.1742248215155351
47,48.14159950015627,9.97990393883129,.1763938843769243,50.91995938769109,10.20498671444995,.1803722017375987
48,48.18243277443855,10.02633253544792,.1783322366308439,50.69112938943353,10.23197993430278,.1819899609747599
49,47.94393300248133,10.10027116198465,.1778834389400465,50.2682382133994,10.44063760891776,.1838778873176462
50,48.07778861277139,10.23898287030309,.1815982054313985,50.29954388172353,10.40521873464791,.1845465583123193
51,48.34657133778214,10.17327699172654,.1813478862489525,49.65905942167112,10.80326888345863,.192578062917936
52,47.92615038560411,10.59138972243631,.1898598592330278,49.33113110539817,11.05939990249533,.1982493481701969
53,47.89996191685179,10.55147114087153,.1879701179151113,48.75145033322735,11.55692860653295,.2058819290602818
54,48.2813505559189,10.31327167110688,.1864995196192204,48.88326030085008,11.41031107466725,.2063377754406544
55,48.16161678594667,10.40988707579836,.1877561134631031,48.1305497722837,11.92729579122084,.2151245912254724
56,48.36208637873758,10.38213514850334,.1892358564930389,48.27018604651151,11.68317908553308,.2129500694403045
57,48.54001005361933,10.37915924650599,.190004009644734,47.55082439678282,12.04999639828944,.2205908568798899
58,48.73042172739545,10.33328349625547,.1898013271736829,47.14818825910917,12.19254848113043,.2239522301102659
59,49.12141598916004,10.28147601241944,.1892331810589014,46.79533197831956,12.45001718529544,.2291457329050401
60,49.53054991243432,10.14340414235664,.1898369173783437,46.64744658493859,12.11134703530833,.226667571775179
61,49.97867015706812,10.00961822771974,.187005853390578,46.37643630017445,12.2577404047616,.2290066566859265
62,50.51747157190652,9.660911631139797,.1766780167051168,46.09418060200669,12.1296684975165,.221826454402514
63,50.92923401493039,9.540603294931549,.1718818378711299,45.9749204803634,12.26751414564006,.2210093861237131
64,51.28007280785072,9.401502158605783,.1672716870724539,45.73220006331106,12.18252239363004,.2167516466201234
65,51.81626758361987,9.308380853147261,.164576197618365,45.86733354173175,11.96515088740299,.2115490403804209
66,52.06749844430616,9.005754377975807,.1588536366695638,45.90611698817663,11.82616758273757,.2086032607080516
67,52.15038638454461,8.953000808125342,.1567809256697923,45.63728610855547,11.90361554450186,.2084507645962239
68,52.11793339558053,8.963752322016537,.1581373603556743,45.71213196389653,12.05555264315037,.2126825021630891
69,52.64173161533629,8.742441559764863,.1549824957431342,45.40076995600238,12.11306324718512,.2147355244309662
70,52.33689732861289,8.978178695505248,.1610710977045437,45.07541358223352,12.03402397700188,.2158938374381958
71,52.3482083609822,8.860391817223002,.1613917398166934,44.52563370935626,12.0297497633688,.2191214885210397
72,52.24733960948409,8.846547124395142,.1651901782416196,44.29696652719668,12.19512067723515,.2277175637029421
73,52.07450667655787,9.233358176057982,.1778278340935519,43.70640578635009,12.18459071375078,.2346664490457105
74,52.27731301939078,9.143089725523826,.1818822678833523,43.2729600316581,12.36829277689325,.2460408032338045
75,52.4274179620035,8.884759464296549,.1846190012460091,42.61254317789295,12.33556360914939,.2563242643179521
76,52.39342965419236,8.841242089865723,.192428398701979,42.07563240170541,12.45177341203324,.2710111084305598
