,id,time,exp,edu,mar,work,offer,owage
18604,3100,4,2,2,1,0,0,-9999.0
18605,3100,5,2,2,1,0,0,-inf
18606,3101,0,0,2,1,1,1,11506.574399476289
18607,3101,1,1,2,1,0,1,53098.56022617041
18608,3101,2,1,2,1,0,1,76608.19264870598
18609,3101,3,1,2,1,1,1,50514.6210134278
18610,3101,4,2,2,1,1,1,1322317.619588257
18611,3101,5,3,2,1,0,0,-inf
18612,3102,0,0,2,1,1,1,22980.38240508399
18613,3102,1,1,2,1,0,1,64186.87676017546
18614,3102,2,1,2,1,0,0,-9999.0
18615,3102,3,1,2,1,0,0,-9999.0
18616,3102,4,1,2,1,0,1,38205.11908527796
18617,3102,5,1,2,1,0,0,-inf
18618,3103,0,0,2,1,1,1,51497.748443259065
18619,3103,1,1,2,1,0,1,6500.424072102353
18620,3103,2,1,2,1,1,1,291122.77296531305
18621,3103,3,2,2,1,1,1,74194.72161775181
18622,3103,4,3,2,1,1,1,755350.2547375195
18623,3103,5,4,2,1,0,0,-inf
18624,3104,0,0,2,1,1,1,75554.67226204979
18625,3104,1,1,2,1,1,1,188409.37498865894
18626,3104,2,2,2,1,1,1,53887.98510981601
18627,3104,3,3,2,1,0,1,68675.06668848342
18628,3104,4,3,2,1,1,1,164618.88899800772
18629,3104,5,4,2,1,0,0,-inf
18630,3105,0,0,2,1,0,0,-9999.0
18631,3105,1,0,2,1,0,0,-9999.0
18632,3105,2,0,2,1,0,0,-9999.0
18633,3105,3,0,2,1,0,0,-9999.0
18634,3105,4,0,2,1,0,1,41004.57555902071
18635,3105,5,0,2,1,0,0,-inf
18636,3106,0,0,2,1,1,1,110394.7147185934
18637,3106,1,1,2,1,1,1,66619.1804240808
18638,3106,2,2,2,1,1,1,153446.59750073508
18639,3106,3,3,2,1,0,1,19169.639903282507
18640,3106,4,3,2,1,0,1,4299.699814378998
18641,3106,5,3,2,1,0,0,-inf
18642,3107,0,0,2,1,0,1,6334.917370484315
18643,3107,1,0,2,1,1,1,39913.97697349005
18644,3107,2,1,2,1,0,1,4900.437180533457
18645,3107,3,1,2,1,1,1,60083.23123042269
18646,3107,4,2,2,1,1,1,59988.370722908796
18647,3107,5,3,2,1,0,0,-inf
18648,3108,0,0,2,1,1,1,37020.753664924174
18649,3108,1,1,2,1,1,1,207103.61010937113
18650,3108,2,2,2,1,1,1,40659.154424766326
18651,3108,3,3,2,1,1,1,110084.88360933846
18652,3108,4,4,2,1,1,1,587862.6271551314
18653,3108,5,5,2,1,0,0,-inf
18654,3109,0,0,2,1,0,1,5011.16586845571
18655,3109,1,0,2,1,1,1,71821.96559772812
18656,3109,2,1,2,1,1,1,28120.53482511008
18657,3109,3,2,2,1,1,1,262617.1090999318
18658,3109,4,3,2,1,1,1,94397.47565213544
18659,3109,5,4,2,1,0,0,-inf
18660,3110,0,0,1,1,0,0,-9999.0
18661,3110,1,0,1,1,1,1,49298.553123031976
18662,3110,2,1,1,1,1,1,44611.57270405942
18663,3110,3,2,1,1,1,1,172316.08981465056
18664,3110,4,3,1,1,1,1,37595.8185543902
18665,3110,5,4,1,1,0,0,-inf
18666,3111,0,0,1,1,0,0,-9999.0
18667,3111,1,0,1,1,0,0,-9999.0
18668,3111,2,0,1,1,0,1,14425.330715465188
18669,3111,3,0,1,1,1,1,268284.4239855092
18670,3111,4,1,1,1,0,1,10725.231880317206
18671,3111,5,1,1,1,0,0,-inf
18672,3112,0,0,1,1,0,0,-9999.0
18673,3112,1,0,1,1,0,0,-9999.0
18674,3112,2,0,1,1,0,1,8097.09429891602
18675,3112,3,0,1,1,0,0,-9999.0
18676,3112,4,0,1,1,0,0,-9999.0
18677,3112,5,0,1,1,0,0,-inf
18678,3113,0,0,1,1,0,1,92227.44857915361
18679,3113,1,0,1,1,0,0,-9999.0
18680,3113,2,0,1,1,1,1,62389.363996039945
18681,3113,3,1,1,1,1,1,38264.411282772686
18682,3113,4,2,1,1,1,1,83258.15144105787
18683,3113,5,3,1,1,0,0,-inf
18684,3114,0,0,1,1,0,0,-9999.0
18685,3114,1,0,1,1,0,0,-9999.0
18686,3114,2,0,1,1,0,0,-9999.0
18687,3114,3,0,1,1,0,0,-9999.0
18688,3114,4,0,1,1,0,1,2621.4459159222406
18689,3114,5,0,1,1,0,0,-inf
18690,3115,0,0,1,1,1,1,28591.100762598817
18691,3115,1,1,1,1,1,1,66483.3335153583
18692,3115,2,2,1,1,1,1,20827.945997217663
18693,3115,3,3,1,1,0,1,13199.745531160139
18694,3115,4,3,1,1,1,1,98377.12405958849
18695,3115,5,4,1,1,0,0,-inf
18696,3116,0,0,1,1,0,0,-9999.0
18697,3116,1,0,1,1,0,0,-9999.0
18698,3116,2,0,1,1,1,1,44252.949127698506
18699,3116,3,1,1,1,0,1,26704.772032137615
18700,3116,4,1,1,1,0,1,17704.76387133339
18701,3116,5,1,1,1,0,0,-inf
18702,3117,0,0,1,1,0,0,-9999.0
18703,3117,1,0,1,1,1,1,77397.99290984141
18704,3117,2,1,1,1,0,1,13884.340097439972
18705,3117,3,1,1,1,1,1,168459.27346948825
18706,3117,4,2,1,1,1,1,20356.827546705852
18707,3117,5,3,1,1,0,0,-inf
18708,3118,0,0,1,1,0,0,-9999.0
18709,3118,1,0,1,1,0,1,8982.260404821945
18710,3118,2,0,1,1,1,1,14814.113392934076
18711,3118,3,1,1,1,1,1,80698.56136989243
18712,3118,4,2,1,1,0,1,85808.17854393665
18713,3118,5,2,1,1,0,0,-inf
18714,3119,0,0,1,1,0,0,-9999.0
18715,3119,1,0,1,1,0,1,12572.760389568246
18716,3119,2,0,1,1,0,0,-9999.0
18717,3119,3,0,1,1,1,1,127482.62116998358
18718,3119,4,1,1,1,0,1,8957.991485033383
18719,3119,5,1,1,1,0,0,-inf
18720,3120,0,0,0,1,1,1,45826.11073491138
18721,3120,1,1,0,1,0,1,10783.902581711887
18722,3120,2,1,0,1,1,1,20701.919869783847
18723,3120,3,2,0,1,1,1,23219.927100240377
18724,3120,4,3,0,1,1,1,116376.84950143896
18725,3120,5,4,0,1,0,0,-inf
18726,3121,0,0,0,1,0,0,-9999.0
18727,3121,1,0,0,1,0,0,-9999.0
18728,3121,2,0,0,1,0,0,-9999.0
18729,3121,3,0,0,1,0,0,-9999.0
18730,3121,4,0,0,1,0,0,-9999.0
18731,3121,5,0,0,1,0,0,-inf
18732,3122,0,0,0,1,0,0,-9999.0
18733,3122,1,0,0,1,0,0,-9999.0
18734,3122,2,0,0,1,0,0,-9999.0
18735,3122,3,0,0,1,0,0,-9999.0
18736,3122,4,0,0,1,0,0,-9999.0
18737,3122,5,0,0,1,0,0,-inf
18738,3123,0,0,0,1,1,1,128430.79989178883
18739,3123,1,1,0,1,1,1,19384.04922150377
18740,3123,2,2,0,1,1,1,38042.278614229115
18741,3123,3,3,0,1,0,1,59872.7837637494
18742,3123,4,3,0,1,0,0,-9999.0
18743,3123,5,3,0,1,0,0,-inf
18744,3124,0,0,0,1,1,1,85799.62840051876
18745,3124,1,1,0,1,0,1,39585.015269934134
18746,3124,2,1,0,1,0,0,-9999.0
18747,3124,3,1,0,1,0,0,-9999.0
18748,3124,4,1,0,1,0,0,-9999.0
18749,3124,5,1,0,1,0,0,-inf
18750,3125,0,0,0,1,0,1,14986.620274383984
18751,3125,1,0,0,1,0,0,-9999.0
18752,3125,2,0,0,1,0,1,14592.576402226216
18753,3125,3,0,0,1,0,0,-9999.0
18754,3125,4,0,0,1,0,0,-9999.0
18755,3125,5,0,0,1,0,0,-inf
18756,3126,0,0,0,1,1,1,33648.41311498058
18757,3126,1,1,0,1,0,1,26204.302748138703
18758,3126,2,1,0,1,1,1,55480.06189594607
18759,3126,3,2,0,1,1,1,8505.236424864757
18760,3126,4,3,0,1,0,1,25426.96295863977
18761,3126,5,3,0,1,0,0,-inf
18762,3127,0,0,0,1,0,0,-9999.0
18763,3127,1,0,0,1,0,0,-9999.0
18764,3127,2,0,0,1,0,0,-9999.0
18765,3127,3,0,0,1,0,0,-9999.0
18766,3127,4,0,0,1,0,0,-9999.0
18767,3127,5,0,0,1,0,0,-inf
18768,3128,0,0,0,1,0,0,-9999.0
18769,3128,1,0,0,1,0,1,53319.942036856104
18770,3128,2,0,0,1,0,0,-9999.0
18771,3128,3,0,0,1,1,1,144828.1135863116
18772,3128,4,1,0,1,1,1,68259.43960137761
18773,3128,5,2,0,1,0,0,-inf
18774,3129,0,0,0,1,0,0,-9999.0
18775,3129,1,0,0,1,1,1,696033.6092253902
18776,3129,2,1,0,1,0,1,6014.027667374227
18777,3129,3,1,0,1,0,0,-9999.0
18778,3129,4,1,0,1,0,0,-9999.0
18779,3129,5,1,0,1,0,0,-inf
18780,3130,0,0,1,0,1,1,83426.96015653218
18781,3130,1,1,1,0,0,1,10509.912792220715
18782,3130,2,1,1,0,0,0,-9999.0
18783,3130,3,1,1,0,1,1,65185.71773251218
18784,3130,4,2,1,0,1,1,139700.20501533733
18785,3130,5,3,1,0,0,0,-inf
18786,3131,0,0,1,0,0,0,-9999.0
18787,3131,1,0,1,0,0,0,-9999.0
18788,3131,2,0,1,0,0,0,-9999.0
18789,3131,3,0,1,0,1,1,104333.7954603117
18790,3131,4,1,1,0,1,1,29093.009991139334
18791,3131,5,2,1,0,0,0,-inf
18792,3132,0,0,1,0,0,1,15629.216454821963
18793,3132,1,0,1,0,0,0,-9999.0
18794,3132,2,0,1,0,0,0,-9999.0
18795,3132,3,0,1,0,0,0,-9999.0
18796,3132,4,0,1,0,0,1,12229.701221538246
18797,3132,5,0,1,0,0,0,-inf
18798,3133,0,0,1,0,0,0,-9999.0
18799,3133,1,0,1,0,0,0,-9999.0
18800,3133,2,0,1,0,0,1,25704.973917772077
18801,3133,3,0,1,0,1,1,64562.44504544852
18802,3133,4,1,1,0,1,1,114509.61079457699
18803,3133,5,2,1,0,0,0,-inf
18804,3134,0,0,1,0,0,0,-9999.0
18805,3134,1,0,1,0,0,1,5314.1941758230005
18806,3134,2,0,1,0,1,1,38719.14626169618
18807,3134,3,1,1,0,0,1,3109.7697700417384
18808,3134,4,1,1,0,0,1,2218.653279617417
18809,3134,5,1,1,0,0,0,-inf
18810,3135,0,0,1,0,1,1,12340.46755645317
18811,3135,1,1,1,0,1,1,218036.7954927582
18812,3135,2,2,1,0,1,1,170835.87773785082
18813,3135,3,3,1,0,1,1,187598.98398062904
18814,3135,4,4,1,0,1,1,94696.78215864851
18815,3135,5,5,1,0,0,0,-inf
18816,3136,0,0,1,0,0,0,-9999.0
18817,3136,1,0,1,0,1,1,18074.5260084063
18818,3136,2,1,1,0,0,1,19370.856023317647
18819,3136,3,1,1,0,0,1,7214.581387796768
18820,3136,4,1,1,0,0,0,-9999.0
18821,3136,5,1,1,0,0,0,-inf
18822,3137,0,0,1,0,1,1,80582.58083428263
18823,3137,1,1,1,0,0,1,68204.49635028571
18824,3137,2,1,1,0,1,1,8928.680141449919
18825,3137,3,2,1,0,1,1,42300.705869778285
18826,3137,4,3,1,0,1,1,52558.40487482461
18827,3137,5,4,1,0,0,0,-inf
18828,3138,0,0,1,0,0,0,-9999.0
18829,3138,1,0,1,0,0,0,-9999.0
18830,3138,2,0,1,0,0,1,29284.52242286571
18831,3138,3,0,1,0,0,0,-9999.0
18832,3138,4,0,1,0,0,0,-9999.0
18833,3138,5,0,1,0,0,0,-inf
18834,3139,0,0,1,0,0,0,-9999.0
18835,3139,1,0,1,0,0,0,-9999.0
18836,3139,2,0,1,0,0,1,5111.220893379785
18837,3139,3,0,1,0,0,0,-9999.0
18838,3139,4,0,1,0,0,1,14673.060253058231
18839,3139,5,0,1,0,0,0,-inf
18840,3140,0,0,1,1,0,0,-9999.0
18841,3140,1,0,1,1,0,0,-9999.0
18842,3140,2,0,1,1,0,1,9174.637242612687
18843,3140,3,0,1,1,0,0,-9999.0
18844,3140,4,0,1,1,0,0,-9999.0
18845,3140,5,0,1,1,0,0,-inf
18846,3141,0,0,1,1,0,0,-9999.0
18847,3141,1,0,1,1,0,0,-9999.0
18848,3141,2,0,1,1,0,0,-9999.0
18849,3141,3,0,1,1,0,1,5898.874508228442
18850,3141,4,0,1,1,0,1,37121.03906400363
18851,3141,5,0,1,1,0,0,-inf
18852,3142,0,0,1,1,0,1,3445.608907679811
18853,3142,1,0,1,1,0,0,-9999.0
18854,3142,2,0,1,1,0,0,-9999.0
18855,3142,3,0,1,1,0,0,-9999.0
18856,3142,4,0,1,1,0,0,-9999.0
18857,3142,5,0,1,1,0,0,-inf
18858,3143,0,0,1,1,0,0,-9999.0
18859,3143,1,0,1,1,0,0,-9999.0
18860,3143,2,0,1,1,0,0,-9999.0
18861,3143,3,0,1,1,1,1,16312.991940715581
18862,3143,4,1,1,1,0,1,46035.24890847161
18863,3143,5,1,1,1,0,0,-inf
18864,3144,0,0,1,1,0,0,-9999.0
18865,3144,1,0,1,1,0,0,-9999.0
18866,3144,2,0,1,1,0,0,-9999.0
18867,3144,3,0,1,1,1,1,34121.966466526195
18868,3144,4,1,1,1,0,1,14905.358773577795
18869,3144,5,1,1,1,0,0,-inf
18870,3145,0,0,1,1,1,1,124164.56519545043
18871,3145,1,1,1,1,1,1,33344.11578966455
18872,3145,2,2,1,1,1,1,225019.86617390104
18873,3145,3,3,1,1,0,1,14615.123993522973
18874,3145,4,3,1,1,0,0,-9999.0
18875,3145,5,3,1,1,0,0,-inf
18876,3146,0,0,1,1,1,1,4647.780827151763
18877,3146,1,1,1,1,1,1,21880.20595692087
18878,3146,2,2,1,1,1,1,51639.91681378388
18879,3146,3,3,1,1,1,1,82933.92284496428
18880,3146,4,4,1,1,0,1,18766.603557474104
18881,3146,5,4,1,1,0,0,-inf
18882,3147,0,0,1,1,0,0,-9999.0
18883,3147,1,0,1,1,0,1,1923.265722371215
18884,3147,2,0,1,1,0,1,5154.789860514351
18885,3147,3,0,1,1,0,0,-9999.0
18886,3147,4,0,1,1,0,1,9442.957028636758
18887,3147,5,0,1,1,0,0,-inf
18888,3148,0,0,1,1,1,1,23574.733426416446
18889,3148,1,1,1,1,1,1,44199.301943741775
18890,3148,2,2,1,1,0,1,30273.644926401314
18891,3148,3,2,1,1,0,0,-9999.0
18892,3148,4,2,1,1,0,0,-9999.0
18893,3148,5,2,1,1,0,0,-inf
18894,3149,0,0,1,1,0,0,-9999.0
18895,3149,1,0,1,1,1,1,29892.892660721343
18896,3149,2,1,1,1,1,1,11607.298825933374
18897,3149,3,2,1,1,0,1,8756.127161086799
18898,3149,4,2,1,1,0,0,-9999.0
18899,3149,5,2,1,1,0,0,-inf
18900,3150,0,0,2,1,0,1,10569.903969288152
18901,3150,1,0,2,1,0,0,-9999.0
18902,3150,2,0,2,1,1,1,380057.45801128965
18903,3150,3,1,2,1,0,1,47931.48783937615
18904,3150,4,1,2,1,0,0,-9999.0
18905,3150,5,1,2,1,0,0,-inf
18906,3151,0,0,2,1,1,1,42899.41676239559
18907,3151,1,1,2,1,1,1,90368.82526338834
18908,3151,2,2,2,1,1,1,287961.2612989998
18909,3151,3,3,2,1,1,1,30312.758025832572
18910,3151,4,4,2,1,0,1,65886.53442895596
18911,3151,5,4,2,1,0,0,-inf
18912,3152,0,0,2,1,0,0,-9999.0
18913,3152,1,0,2,1,0,0,-9999.0
18914,3152,2,0,2,1,0,1,22119.64079602961
18915,3152,3,0,2,1,0,1,21435.784886377736
18916,3152,4,0,2,1,0,0,-9999.0
18917,3152,5,0,2,1,0,0,-inf
18918,3153,0,0,2,1,0,0,-9999.0
18919,3153,1,0,2,1,0,0,-9999.0
18920,3153,2,0,2,1,1,1,145518.91889359732
18921,3153,3,1,2,1,1,1,1122630.0204951752
18922,3153,4,2,2,1,1,1,24226.31768061625
18923,3153,5,3,2,1,0,0,-inf
18924,3154,0,0,2,1,0,0,-9999.0
18925,3154,1,0,2,1,0,1,10726.212236641164
18926,3154,2,0,2,1,0,0,-9999.0
18927,3154,3,0,2,1,0,0,-9999.0
18928,3154,4,0,2,1,1,1,85856.80928297534
18929,3154,5,1,2,1,0,0,-inf
18930,3155,0,0,2,1,0,0,-9999.0
18931,3155,1,0,2,1,0,0,-9999.0
18932,3155,2,0,2,1,0,0,-9999.0
18933,3155,3,0,2,1,0,1,20142.830531912205
18934,3155,4,0,2,1,1,1,47908.60368894235
18935,3155,5,1,2,1,0,0,-inf
18936,3156,0,0,2,1,1,1,5087.24198647489
18937,3156,1,1,2,1,1,1,100877.82719020719
18938,3156,2,2,2,1,0,1,5683.502279716361
18939,3156,3,2,2,1,0,0,-9999.0
18940,3156,4,2,2,1,1,1,50815.817794559705
18941,3156,5,3,2,1,0,0,-inf
18942,3157,0,0,2,1,0,0,-9999.0
18943,3157,1,0,2,1,1,1,18824.61890823927
18944,3157,2,1,2,1,1,1,55420.71668661417
18945,3157,3,2,2,1,1,1,147083.15490348215
18946,3157,4,3,2,1,1,1,48010.4447052717
18947,3157,5,4,2,1,0,0,-inf
18948,3158,0,0,2,1,1,1,38520.90238151193
18949,3158,1,1,2,1,1,1,74098.66765067485
18950,3158,2,2,2,1,1,1,128415.72348778907
18951,3158,3,3,2,1,1,1,198186.0192183279
18952,3158,4,4,2,1,1,1,85594.37796396183
18953,3158,5,5,2,1,0,0,-inf
18954,3159,0,0,2,1,0,0,-9999.0
18955,3159,1,0,2,1,0,0,-9999.0
18956,3159,2,0,2,1,0,0,-9999.0
18957,3159,3,0,2,1,0,1,17733.390066212734
18958,3159,4,0,2,1,1,1,44223.27942853278
18959,3159,5,1,2,1,0,0,-inf
18960,3160,0,0,1,0,0,0,-9999.0
18961,3160,1,0,1,0,0,0,-9999.0
18962,3160,2,0,1,0,0,1,11772.010451036625
18963,3160,3,0,1,0,0,1,5373.579743022596
18964,3160,4,0,1,0,1,1,13128.237116543136
18965,3160,5,1,1,0,0,0,-inf
18966,3161,0,0,1,0,0,1,3194.4431910577996
18967,3161,1,0,1,0,0,1,9876.39902056003
18968,3161,2,0,1,0,1,1,170592.76510403468
18969,3161,3,1,1,0,1,1,35471.4810357411
18970,3161,4,2,1,0,1,1,127758.09830015092
18971,3161,5,3,1,0,0,0,-inf
18972,3162,0,0,1,0,1,1,53867.48385178157
18973,3162,1,1,1,0,1,1,65844.57492196174
18974,3162,2,2,1,0,1,1,24450.418007578697
18975,3162,3,3,1,0,1,1,93525.72832674325
18976,3162,4,4,1,0,0,1,44179.211590818704
18977,3162,5,4,1,0,0,0,-inf
18978,3163,0,0,1,0,1,1,39868.31265602922
18979,3163,1,1,1,0,1,1,19910.688038257176
18980,3163,2,2,1,0,1,1,23727.71527900606
18981,3163,3,3,1,0,1,1,84575.90724132008
18982,3163,4,4,1,0,0,1,11939.307045314474
18983,3163,5,4,1,0,0,0,-inf
18984,3164,0,0,1,0,1,1,30993.386022988558
18985,3164,1,1,1,0,1,1,63637.18066894773
18986,3164,2,2,1,0,1,1,92364.72682929333
18987,3164,3,3,1,0,0,1,4699.565286722268
18988,3164,4,3,1,0,1,1,50113.717399737696
18989,3164,5,4,1,0,0,0,-inf
18990,3165,0,0,1,0,0,0,-9999.0
18991,3165,1,0,1,0,0,1,13077.147202230524
18992,3165,2,0,1,0,0,0,-9999.0
18993,3165,3,0,1,0,0,0,-9999.0
18994,3165,4,0,1,0,0,1,9786.57638482551
18995,3165,5,0,1,0,0,0,-inf
18996,3166,0,0,1,0,0,1,39123.93061278017
18997,3166,1,0,1,0,0,0,-9999.0
18998,3166,2,0,1,0,0,0,-9999.0
18999,3166,3,0,1,0,0,0,-9999.0
19000,3166,4,0,1,0,0,0,-9999.0
19001,3166,5,0,1,0,0,0,-inf
19002,3167,0,0,1,0,0,0,-9999.0
19003,3167,1,0,1,0,0,0,-9999.0
19004,3167,2,0,1,0,0,0,-9999.0
19005,3167,3,0,1,0,0,1,83660.2354442642
19006,3167,4,0,1,0,0,0,-9999.0
19007,3167,5,0,1,0,0,0,-inf
19008,3168,0,0,1,0,0,0,-9999.0
19009,3168,1,0,1,0,1,1,4720.414696709584
19010,3168,2,1,1,0,1,1,291361.0440982851
19011,3168,3,2,1,0,0,1,5717.696952805783
19012,3168,4,2,1,0,1,1,18940.207802662095
19013,3168,5,3,1,0,0,0,-inf
19014,3169,0,0,1,0,1,1,11938.941132496706
19015,3169,1,1,1,0,1,1,77781.68343978252
19016,3169,2,2,1,0,0,1,5229.436318079263
19017,3169,3,2,1,0,0,0,-9999.0
19018,3169,4,2,1,0,0,1,3507.4702296798046
19019,3169,5,2,1,0,0,0,-inf
19020,3170,0,0,0,0,0,0,-9999.0
19021,3170,1,0,0,0,0,1,5382.862437489592
19022,3170,2,0,0,0,0,0,-9999.0
19023,3170,3,0,0,0,0,0,-9999.0
19024,3170,4,0,0,0,0,0,-9999.0
19025,3170,5,0,0,0,0,0,-inf
19026,3171,0,0,0,0,1,1,86396.98814145505
19027,3171,1,1,0,0,1,1,5163.993288964361
19028,3171,2,2,0,0,1,1,10025.808279556832
19029,3171,3,3,0,0,1,1,46974.83383217865
19030,3171,4,4,0,0,0,1,21751.65426692896
19031,3171,5,4,0,0,0,0,-inf
19032,3172,0,0,0,0,0,1,3855.1568935348664
19033,3172,1,0,0,0,0,0,-9999.0
19034,3172,2,0,0,0,1,1,70564.98107398134
19035,3172,3,1,0,0,0,1,4706.974561837968
19036,3172,4,1,0,0,0,1,30024.659834201357
19037,3172,5,1,0,0,0,0,-inf
19038,3173,0,0,0,0,1,1,39573.79269793863
19039,3173,1,1,0,0,1,1,5695.095768641485
19040,3173,2,2,0,0,0,1,34221.900840100694
19041,3173,3,2,0,0,0,0,-9999.0
19042,3173,4,2,0,0,0,0,-9999.0
19043,3173,5,2,0,0,0,0,-inf
19044,3174,0,0,0,0,0,0,-9999.0
19045,3174,1,0,0,0,0,0,-9999.0
19046,3174,2,0,0,0,1,1,85207.55322511503
19047,3174,3,1,0,0,0,1,1701.8203782849578
19048,3174,4,1,0,0,0,1,49109.40936014068
19049,3174,5,1,0,0,0,0,-inf
19050,3175,0,0,0,0,1,1,26775.722469862325
19051,3175,1,1,0,0,0,1,4553.157541689558
19052,3175,2,1,0,0,0,1,24186.812177722044
19053,3175,3,1,0,0,0,0,-9999.0
19054,3175,4,1,0,0,0,0,-9999.0
19055,3175,5,1,0,0,0,0,-inf
19056,3176,0,0,0,0,1,1,8847.715108284518
19057,3176,1,1,0,0,1,1,7039.60220715519
19058,3176,2,2,0,0,0,1,4993.600281757778
19059,3176,3,2,0,0,0,1,3569.2376391022435
19060,3176,4,2,0,0,0,0,-9999.0
19061,3176,5,2,0,0,0,0,-inf
19062,3177,0,0,0,0,0,0,-9999.0
19063,3177,1,0,0,0,0,0,-9999.0
19064,3177,2,0,0,0,0,0,-9999.0
19065,3177,3,0,0,0,1,1,53555.53243599678
19066,3177,4,1,0,0,0,1,18478.498010696985
19067,3177,5,1,0,0,0,0,-inf
19068,3178,0,0,0,0,0,0,-9999.0
19069,3178,1,0,0,0,0,0,-9999.0
19070,3178,2,0,0,0,0,0,-9999.0
19071,3178,3,0,0,0,1,1,59979.03098870971
19072,3178,4,1,0,0,1,1,42279.429997975465
19073,3178,5,2,0,0,0,0,-inf
19074,3179,0,0,0,0,1,1,10075.995459873944
19075,3179,1,1,0,0,0,1,9707.759256218793
19076,3179,2,1,0,0,1,1,73050.55715005941
19077,3179,3,2,0,0,1,1,145147.9605017674
19078,3179,4,3,0,0,1,1,113144.59697860022
19079,3179,5,4,0,0,0,0,-inf
19080,3180,0,0,1,1,0,0,-9999.0
19081,3180,1,0,1,1,0,0,-9999.0
19082,3180,2,0,1,1,0,0,-9999.0
19083,3180,3,0,1,1,1,1,60702.085696225375
19084,3180,4,1,1,1,1,1,95966.48931519162
19085,3180,5,2,1,1,0,0,-inf
19086,3181,0,0,1,1,0,0,-9999.0
19087,3181,1,0,1,1,1,1,42354.77472887027
19088,3181,2,1,1,1,1,1,30322.156563353175
19089,3181,3,2,1,1,1,1,191276.1255794785
19090,3181,4,3,1,1,0,1,47774.75143844672
19091,3181,5,3,1,1,0,0,-inf
19092,3182,0,0,1,1,0,0,-9999.0
19093,3182,1,0,1,1,0,1,1795.006110129396
19094,3182,2,0,1,1,0,0,-9999.0
19095,3182,3,0,1,1,1,1,43861.59118351835
19096,3182,4,1,1,1,1,1,33880.16764772394
19097,3182,5,2,1,1,0,0,-inf
19098,3183,0,0,1,1,1,1,426580.55406448554
19099,3183,1,1,1,1,0,1,1625.3553958807627
19100,3183,2,1,1,1,0,0,-9999.0
19101,3183,3,1,1,1,0,1,24708.569486557524
19102,3183,4,1,1,1,0,0,-9999.0
19103,3183,5,1,1,1,0,0,-inf
19104,3184,0,0,1,1,0,1,100892.44556741217
19105,3184,1,0,1,1,0,0,-9999.0
19106,3184,2,0,1,1,0,0,-9999.0
19107,3184,3,0,1,1,1,1,22865.149368188067
19108,3184,4,1,1,1,1,1,144843.89719791172
19109,3184,5,2,1,1,0,0,-inf
19110,3185,0,0,1,1,0,0,-9999.0
19111,3185,1,0,1,1,0,1,13674.838148570285
19112,3185,2,0,1,1,1,1,30466.64010594755
19113,3185,3,1,1,1,1,1,89025.05538058262
19114,3185,4,2,1,1,1,1,126685.0076393656
19115,3185,5,3,1,1,0,0,-inf
19116,3186,0,0,1,1,0,0,-9999.0
19117,3186,1,0,1,1,0,1,57566.25469329208
19118,3186,2,0,1,1,0,0,-9999.0
19119,3186,3,0,1,1,1,1,51975.54030785662
19120,3186,4,1,1,1,0,1,22930.148219230112
19121,3186,5,1,1,1,0,0,-inf
19122,3187,0,0,1,1,0,0,-9999.0
19123,3187,1,0,1,1,0,0,-9999.0
19124,3187,2,0,1,1,1,1,191864.57991361548
19125,3187,3,1,1,1,0,1,5338.221518901101
19126,3187,4,1,1,1,0,1,37231.48572401379
19127,3187,5,1,1,1,0,0,-inf
19128,3188,0,0,1,1,1,1,85745.3324729869
19129,3188,1,1,1,1,1,1,111254.09639102769
19130,3188,2,2,1,1,1,1,56737.62236775067
19131,3188,3,3,1,1,0,1,11556.689433073327
19132,3188,4,3,1,1,1,1,247120.6756893802
19133,3188,5,4,1,1,0,0,-inf
19134,3189,0,0,1,1,1,1,25265.618723705862
19135,3189,1,1,1,1,1,1,41312.87285699376
19136,3189,2,2,1,1,1,1,83736.30638495747
19137,3189,3,3,1,1,0,1,15581.510557478927
19138,3189,4,3,1,1,0,1,13406.092421289253
19139,3189,5,3,1,1,0,0,-inf
19140,3190,0,0,1,0,1,1,22008.524855242697
19141,3190,1,1,1,0,1,1,251619.42832495857
19142,3190,2,2,1,0,1,1,75094.08007422634
19143,3190,3,3,1,0,1,1,55294.8004150271
19144,3190,4,4,1,0,1,1,188401.72547612136
19145,3190,5,5,1,0,0,0,-inf
19146,3191,0,0,1,0,0,0,-9999.0
19147,3191,1,0,1,0,1,1,84281.98984595762
19148,3191,2,1,1,0,1,1,81849.98227699801
19149,3191,3,2,1,0,0,1,9489.652665759557
19150,3191,4,2,1,0,0,0,-9999.0
19151,3191,5,2,1,0,0,0,-inf
19152,3192,0,0,1,0,1,1,45945.06755914867
19153,3192,1,1,1,0,0,1,20559.6640924284
19154,3192,2,1,1,0,0,1,40920.25205502763
19155,3192,3,1,1,0,0,0,-9999.0
19156,3192,4,1,1,0,0,0,-9999.0
19157,3192,5,1,1,0,0,0,-inf
19158,3193,0,0,1,0,1,1,115290.60289953777
19159,3193,1,1,1,0,1,1,34900.59965670106
19160,3193,2,2,1,0,1,1,67186.86315271027
19161,3193,3,3,1,0,0,1,8418.60076773686
19162,3193,4,3,1,0,0,0,-9999.0
19163,3193,5,3,1,0,0,0,-inf
19164,3194,0,0,1,0,0,0,-9999.0
19165,3194,1,0,1,0,0,1,6586.4323658380135
19166,3194,2,0,1,0,0,0,-9999.0
19167,3194,3,0,1,0,0,0,-9999.0
