,id,time,exp,edu,mar,work,offer,owage
103,17,1,1,1,1,1,1,54948.762894909865
104,17,2,2,1,1,1,1,100996.24425192637
105,17,3,3,1,1,0,1,1653.0035932900507
106,17,4,3,1,1,0,0,-9999.0
107,17,5,3,1,1,0,0,-inf
108,18,0,0,1,1,0,0,-9999.0
109,18,1,0,1,1,0,1,2408.2037608774704
110,18,2,0,1,1,0,0,-9999.0
111,18,3,0,1,1,0,0,-9999.0
112,18,4,0,1,1,0,1,3771.8853231374974
113,18,5,0,1,1,0,0,-inf
114,19,0,0,1,1,0,0,-9999.0
115,19,1,0,1,1,0,0,-9999.0
116,19,2,0,1,1,0,1,12806.847236517327
117,19,3,0,1,1,0,1,18286.51265595302
118,19,4,0,1,1,0,0,-9999.0
119,19,5,0,1,1,0,0,-inf
120,20,0,0,1,0,1,1,106167.21748892627
121,20,1,1,1,0,1,1,15748.879141151076
122,20,2,2,1,0,1,1,25065.03035102747
123,20,3,3,1,0,0,1,21488.79334766145
124,20,4,3,1,0,0,0,-9999.0
125,20,5,3,1,0,0,0,-inf
126,21,0,0,1,0,0,0,-9999.0
127,21,1,0,1,0,0,1,5639.951264373759
128,21,2,0,1,0,0,0,-9999.0
129,21,3,0,1,0,1,1,86542.9946476791
130,21,4,1,1,0,1,1,18936.292200208547
131,21,5,2,1,0,0,0,-inf
132,22,0,0,1,0,1,1,51509.31718239471
133,22,1,1,1,0,1,1,15135.630718135584
134,22,2,2,1,0,1,1,76696.58680632104
135,22,3,3,1,0,1,1,207653.47261441508
136,22,4,4,1,0,0,1,3883.396548163717
137,22,5,4,1,0,0,0,-inf
138,23,0,0,1,0,1,1,238692.18209595673
139,23,1,1,1,0,0,1,41791.2500661218
140,23,2,1,1,0,0,0,-9999.0
141,23,3,1,1,0,1,1,70262.8260133443
142,23,4,2,1,0,1,1,202496.05754802
143,23,5,3,1,0,0,0,-inf
144,24,0,0,1,0,0,0,-9999.0
145,24,1,0,1,0,0,0,-9999.0
146,24,2,0,1,0,0,0,-9999.0
147,24,3,0,1,0,1,1,37705.83584576264
148,24,4,1,1,0,0,1,1988.7277034614017
149,24,5,1,1,0,0,0,-inf
150,25,0,0,1,0,1,1,52739.35967929435
151,25,1,1,1,0,1,1,30473.514638499528
152,25,2,2,1,0,0,1,8296.516052053896
153,25,3,2,1,0,0,0,-9999.0
154,25,4,2,1,0,1,1,17065.288910509895
155,25,5,3,1,0,0,0,-inf
156,26,0,0,1,0,0,0,-9999.0
157,26,1,0,1,0,1,1,102418.4208833935
158,26,2,1,1,0,0,1,1969.6687306575664
159,26,3,1,1,0,0,0,-9999.0
160,26,4,1,1,0,0,1,18428.536540183435
161,26,5,1,1,0,0,0,-inf
162,27,0,0,1,0,0,0,-9999.0
163,27,1,0,1,0,0,1,6976.335358123792
164,27,2,0,1,0,0,0,-9999.0
165,27,3,0,1,0,1,1,26409.34305711932
166,27,4,1,1,0,1,1,60631.003556609474
167,27,5,2,1,0,0,0,-inf
168,28,0,0,1,0,0,0,-9999.0
169,28,1,0,1,0,1,1,37036.17326700079
170,28,2,1,1,0,1,1,133643.76536572067
171,28,3,2,1,0,1,1,116790.29556130055
172,28,4,3,1,0,0,1,10349.138472601744
173,28,5,3,1,0,0,0,-inf
174,29,0,0,1,0,0,0,-9999.0
175,29,1,0,1,0,1,1,4193.848790955136
176,29,2,1,1,0,1,1,4159.677379996373
177,29,3,2,1,0,0,1,11536.06309349992
178,29,4,2,1,0,0,1,9289.483653981299
179,29,5,2,1,0,0,0,-inf
180,30,0,0,2,1,0,0,-9999.0
181,30,1,0,2,1,0,0,-9999.0
182,30,2,0,2,1,0,0,-9999.0
183,30,3,0,2,1,0,0,-9999.0
184,30,4,0,2,1,0,1,4806.2452183209425
185,30,5,0,2,1,0,0,-inf
186,31,0,0,2,1,0,0,-9999.0
187,31,1,0,2,1,0,0,-9999.0
188,31,2,0,2,1,0,0,-9999.0
189,31,3,0,2,1,0,0,-9999.0
190,31,4,0,2,1,0,0,-9999.0
191,31,5,0,2,1,0,0,-inf
192,32,0,0,2,1,0,1,2810.687360410151
193,32,1,0,2,1,1,1,38832.12551149841
194,32,2,1,2,1,1,1,136236.26814190747
195,32,3,2,2,1,1,1,100777.74407633633
196,32,4,3,2,1,0,1,42341.615964663964
197,32,5,3,2,1,0,0,-inf
198,33,0,0,2,1,0,0,-9999.0
199,33,1,0,2,1,0,1,20087.35433118184
200,33,2,0,2,1,0,0,-9999.0
201,33,3,0,2,1,0,0,-9999.0
202,33,4,0,2,1,0,0,-9999.0
203,33,5,0,2,1,0,0,-inf
204,34,0,0,2,1,0,0,-9999.0
205,34,1,0,2,1,1,1,22144.243418353937
206,34,2,1,2,1,1,1,46280.147412005965
207,34,3,2,2,1,1,1,31132.023013946706
208,34,4,3,2,1,0,1,26128.68622303264
209,34,5,3,2,1,0,0,-inf
210,35,0,0,2,1,0,0,-9999.0
211,35,1,0,2,1,0,1,63875.11004183457
212,35,2,0,2,1,0,0,-9999.0
213,35,3,0,2,1,0,0,-9999.0
214,35,4,0,2,1,0,0,-9999.0
215,35,5,0,2,1,0,0,-inf
216,36,0,0,2,1,1,1,69545.18324405597
217,36,1,1,2,1,0,1,101817.5260710135
218,36,2,1,2,1,0,0,-9999.0
219,36,3,1,2,1,1,1,29608.555461964763
220,36,4,2,2,1,1,1,30285.617125407967
221,36,5,3,2,1,0,0,-inf
222,37,0,0,2,1,0,1,37323.03543397378
223,37,1,0,2,1,0,0,-9999.0
224,37,2,0,2,1,1,1,66443.6838213625
225,37,3,1,2,1,1,1,62279.65379725722
226,37,4,2,2,1,1,1,109205.97388209299
227,37,5,3,2,1,0,0,-inf
228,38,0,0,2,1,1,1,73840.14883155328
229,38,1,1,2,1,0,1,9681.028752258595
230,38,2,1,2,1,1,1,29127.97173875245
231,38,3,2,2,1,1,1,212383.42999063514
232,38,4,3,2,1,0,1,22037.35074680954
233,38,5,3,2,1,0,0,-inf
234,39,0,0,2,1,1,1,73011.12547583075
235,39,1,1,2,1,1,1,104852.22251232939
236,39,2,2,2,1,1,1,806469.5154944154
237,39,3,3,2,1,0,1,16227.649041030876
238,39,4,3,2,1,1,1,73871.17850645896
239,39,5,4,2,1,0,0,-inf
240,40,0,0,1,1,0,1,39872.17612558289
241,40,1,0,1,1,0,0,-9999.0
242,40,2,0,1,1,0,0,-9999.0
243,40,3,0,1,1,1,1,107037.17900735643
244,40,4,1,1,1,0,1,56105.96785999074
245,40,5,1,1,1,0,0,-inf
246,41,0,0,1,1,0,1,2688.264284951663
247,41,1,0,1,1,1,1,23089.74595584725
248,41,2,1,1,1,1,1,152248.10345830937
249,41,3,2,1,1,1,1,20636.9281288365
250,41,4,3,1,1,1,1,30415.33468442503
251,41,5,4,1,1,0,0,-inf
252,42,0,0,1,1,0,0,-9999.0
253,42,1,0,1,1,1,1,63180.2963433352
254,42,2,1,1,1,0,1,11722.30569952417
255,42,3,1,1,1,0,1,9955.047190445719
256,42,4,1,1,1,0,0,-9999.0
257,42,5,1,1,1,0,0,-inf
258,43,0,0,1,1,1,1,101039.17844786665
259,43,1,1,1,1,1,1,11809.486124829049
260,43,2,2,1,1,1,1,143309.58515550304
261,43,3,3,1,1,1,1,49937.60413272674
262,43,4,4,1,1,0,1,5006.887025177448
263,43,5,4,1,1,0,0,-inf
264,44,0,0,1,1,0,1,18187.111656482684
265,44,1,0,1,1,1,1,71593.9302931554
266,44,2,1,1,1,1,1,133306.4888789292
267,44,3,2,1,1,1,1,50494.40757982826
268,44,4,3,1,1,1,1,17558.67595242509
269,44,5,4,1,1,0,0,-inf
270,45,0,0,1,1,1,1,16261.796072831909
271,45,1,1,1,1,1,1,106583.68982513314
272,45,2,2,1,1,1,1,71535.42091530681
273,45,3,3,1,1,0,1,44395.81080229203
274,45,4,3,1,1,0,0,-9999.0
275,45,5,3,1,1,0,0,-inf
276,46,0,0,1,1,0,0,-9999.0
277,46,1,0,1,1,0,1,9473.72329501843
278,46,2,0,1,1,0,1,21868.15932735535
279,46,3,0,1,1,0,0,-9999.0
280,46,4,0,1,1,0,0,-9999.0
281,46,5,0,1,1,0,0,-inf
282,47,0,0,1,1,0,0,-9999.0
283,47,1,0,1,1,0,1,6747.631618407387
284,47,2,0,1,1,0,0,-9999.0
285,47,3,0,1,1,1,1,78163.15643956995
286,47,4,1,1,1,0,1,8160.969786702503
287,47,5,1,1,1,0,0,-inf
288,48,0,0,1,1,0,0,-9999.0
289,48,1,0,1,1,1,1,14396.908579711244
290,48,2,1,1,1,1,1,241327.11994998858
291,48,3,2,1,1,1,1,87396.9485758779
292,48,4,3,1,1,0,1,28020.125368801124
293,48,5,3,1,1,0,0,-inf
294,49,0,0,1,1,0,0,-9999.0
295,49,1,0,1,1,0,0,-9999.0
296,49,2,0,1,1,0,0,-9999.0
297,49,3,0,1,1,1,1,14008.762547756984
298,49,4,1,1,1,0,1,16354.8554060538
299,49,5,1,1,1,0,0,-inf
300,50,0,0,2,0,0,0,-9999.0
301,50,1,0,2,0,0,0,-9999.0
302,50,2,0,2,0,1,1,24951.247461481868
303,50,3,1,2,0,0,1,13213.353955453622
304,50,4,1,2,0,0,0,-9999.0
305,50,5,1,2,0,0,0,-inf
306,51,0,0,2,0,0,0,-9999.0
307,51,1,0,2,0,0,0,-9999.0
308,51,2,0,2,0,0,0,-9999.0
309,51,3,0,2,0,0,0,-9999.0
310,51,4,0,2,0,0,1,8549.84444307048
311,51,5,0,2,0,0,0,-inf
312,52,0,0,2,0,0,0,-9999.0
313,52,1,0,2,0,0,0,-9999.0
314,52,2,0,2,0,0,0,-9999.0
315,52,3,0,2,0,0,0,-9999.0
316,52,4,0,2,0,0,1,28490.67457454773
317,52,5,0,2,0,0,0,-inf
318,53,0,0,2,0,0,0,-9999.0
319,53,1,0,2,0,1,1,19914.46088303914
320,53,2,1,2,0,1,1,164127.91434216365
321,53,3,2,2,0,1,1,82680.02574607963
322,53,4,3,2,0,1,1,43393.773261521186
323,53,5,4,2,0,0,0,-inf
324,54,0,0,2,0,0,0,-9999.0
325,54,1,0,2,0,0,0,-9999.0
326,54,2,0,2,0,0,0,-9999.0
327,54,3,0,2,0,0,0,-9999.0
328,54,4,0,2,0,1,1,353962.34906492056
329,54,5,1,2,0,0,0,-inf
330,55,0,0,2,0,0,1,19328.467056228514
331,55,1,0,2,0,1,1,153305.43056466396
332,55,2,1,2,0,1,1,33972.94716316369
333,55,3,2,2,0,1,1,31757.094226627454
334,55,4,3,2,0,1,1,84414.40726443143
335,55,5,4,2,0,0,0,-inf
336,56,0,0,2,0,0,0,-9999.0
337,56,1,0,2,0,0,0,-9999.0
338,56,2,0,2,0,0,0,-9999.0
339,56,3,0,2,0,1,1,154815.07485138834
340,56,4,1,2,0,1,1,1094385.7526102634
341,56,5,2,2,0,0,0,-inf
342,57,0,0,2,0,0,0,-9999.0
343,57,1,0,2,0,1,1,1264370.8095103877
344,57,2,1,2,0,0,1,10960.468527733792
345,57,3,1,2,0,0,0,-9999.0
346,57,4,1,2,0,0,0,-9999.0
347,57,5,1,2,0,0,0,-inf
348,58,0,0,2,0,0,0,-9999.0
349,58,1,0,2,0,0,0,-9999.0
350,58,2,0,2,0,0,0,-9999.0
351,58,3,0,2,0,0,0,-9999.0
352,58,4,0,2,0,1,1,37569.164391062935
353,58,5,1,2,0,0,0,-inf
354,59,0,0,2,0,0,0,-9999.0
355,59,1,0,2,0,1,1,35086.11967899954
356,59,2,1,2,0,0,1,3317.7595014780554
357,59,3,1,2,0,1,1,49266.78648551385
358,59,4,2,2,0,0,1,7601.678877653006
359,59,5,2,2,0,0,0,-inf
360,60,0,0,1,1,0,0,-9999.0
361,60,1,0,1,1,0,1,4364.479189139242
362,60,2,0,1,1,0,0,-9999.0
363,60,3,0,1,1,0,1,4200.369766486577
364,60,4,0,1,1,0,0,-9999.0
365,60,5,0,1,1,0,0,-inf
366,61,0,0,1,1,0,0,-9999.0
367,61,1,0,1,1,0,0,-9999.0
368,61,2,0,1,1,0,0,-9999.0
369,61,3,0,1,1,0,1,26997.689053548413
370,61,4,0,1,1,0,0,-9999.0
371,61,5,0,1,1,0,0,-inf
372,62,0,0,1,1,1,1,145710.70607060578
373,62,1,1,1,1,1,1,38053.25584669623
374,62,2,2,1,1,1,1,63699.59403878027
375,62,3,3,1,1,1,1,28239.187431983562
376,62,4,4,1,1,0,1,33867.512911597005
377,62,5,4,1,1,0,0,-inf
378,63,0,0,1,1,1,1,11636.339291877674
379,63,1,1,1,1,0,1,18722.99460417154
380,63,2,1,1,1,0,0,-9999.0
381,63,3,1,1,1,1,1,259975.5597068885
382,63,4,2,1,1,0,1,114652.91448009401
383,63,5,2,1,1,0,0,-inf
384,64,0,0,1,1,0,0,-9999.0
385,64,1,0,1,1,1,1,36932.0806461679
386,64,2,1,1,1,0,1,5370.6945881931515
387,64,3,1,1,1,1,1,68190.25202665105
388,64,4,2,1,1,1,1,91245.93704588506
389,64,5,3,1,1,0,0,-inf
390,65,0,0,1,1,1,1,7493.81661744144
391,65,1,1,1,1,0,1,32671.2801392819
392,65,2,1,1,1,0,0,-9999.0
393,65,3,1,1,1,0,0,-9999.0
394,65,4,1,1,1,1,1,148674.21237384563
395,65,5,2,1,1,0,0,-inf
396,66,0,0,1,1,0,0,-9999.0
397,66,1,0,1,1,1,1,129683.56930593168
398,66,2,1,1,1,1,1,65717.37891092463
399,66,3,2,1,1,0,1,14363.31830280872
400,66,4,2,1,1,1,1,17904.517205011725
401,66,5,3,1,1,0,0,-inf
402,67,0,0,1,1,1,1,29583.46827980005
403,67,1,1,1,1,1,1,87253.53811617575
404,67,2,2,1,1,1,1,87981.99457455034
405,67,3,3,1,1,1,1,329070.38413299486
406,67,4,4,1,1,0,1,51981.34408987952
407,67,5,4,1,1,0,0,-inf
408,68,0,0,1,1,0,0,-9999.0
409,68,1,0,1,1,1,1,221911.4549584439
410,68,2,1,1,1,1,1,5366.9275991117565
411,68,3,2,1,1,0,1,13229.454220634472
412,68,4,2,1,1,0,0,-9999.0
413,68,5,2,1,1,0,0,-inf
414,69,0,0,1,1,0,0,-9999.0
415,69,1,0,1,1,0,0,-9999.0
416,69,2,0,1,1,0,1,7738.005124051549
417,69,3,0,1,1,0,0,-9999.0
418,69,4,0,1,1,0,0,-9999.0
419,69,5,0,1,1,0,0,-inf
420,70,0,0,2,1,0,0,-9999.0
421,70,1,0,2,1,0,0,-9999.0
422,70,2,0,2,1,0,0,-9999.0
423,70,3,0,2,1,1,1,42587.691400186064
424,70,4,1,2,1,1,1,320289.223122019
425,70,5,2,2,1,0,0,-inf
426,71,0,0,2,1,0,0,-9999.0
427,71,1,0,2,1,0,0,-9999.0
428,71,2,0,2,1,0,1,27320.801120858756
429,71,3,0,2,1,0,0,-9999.0
430,71,4,0,2,1,0,0,-9999.0
431,71,5,0,2,1,0,0,-inf
432,72,0,0,2,1,0,1,13850.023605422897
433,72,1,0,2,1,1,1,272582.78599912726
434,72,2,1,2,1,1,1,22349.895487537142
435,72,3,2,2,1,0,1,33143.198656888846
436,72,4,2,2,1,1,1,75321.4117289211
437,72,5,3,2,1,0,0,-inf
438,73,0,0,2,1,1,1,25105.817574219545
439,73,1,1,2,1,0,1,9371.55884845264
440,73,2,1,2,1,0,0,-9999.0
441,73,3,1,2,1,0,1,8295.466983028648
442,73,4,1,2,1,1,1,16636.016241810437
443,73,5,2,2,1,0,0,-inf
444,74,0,0,2,1,1,1,16269.544813094839
445,74,1,1,2,1,0,1,11283.517895279127
446,74,2,1,2,1,0,1,10468.340072137005
447,74,3,1,2,1,1,1,89080.86061102056
448,74,4,2,2,1,0,1,27327.164770920317
449,74,5,2,2,1,0,0,-inf
450,75,0,0,2,1,0,0,-9999.0
451,75,1,0,2,1,1,1,16337.568960983184
452,75,2,1,2,1,1,1,83663.5636418014
453,75,3,2,2,1,1,1,124006.89377786922
454,75,4,3,2,1,1,1,285066.9336911195
455,75,5,4,2,1,0,0,-inf
456,76,0,0,2,1,1,1,103660.38516256252
457,76,1,1,2,1,1,1,91825.98310802931
458,76,2,2,2,1,0,1,99959.23944261392
459,76,3,2,2,1,0,0,-9999.0
460,76,4,2,2,1,0,0,-9999.0
461,76,5,2,2,1,0,0,-inf
462,77,0,0,2,1,0,1,25991.050603663636
463,77,1,0,2,1,0,0,-9999.0
464,77,2,0,2,1,1,1,115081.39463144964
465,77,3,1,2,1,1,1,1198347.4746465897
466,77,4,2,2,1,1,1,134262.74063824114
467,77,5,3,2,1,0,0,-inf
468,78,0,0,2,1,0,0,-9999.0
469,78,1,0,2,1,1,1,102765.15344573735
470,78,2,1,2,1,1,1,20727.400626128976
471,78,3,2,2,1,1,1,237370.38444830762
472,78,4,3,2,1,0,1,19765.915231830993
473,78,5,3,2,1,0,0,-inf
474,79,0,0,2,1,0,0,-9999.0
475,79,1,0,2,1,1,1,60072.119705964185
476,79,2,1,2,1,1,1,64230.99016812771
477,79,3,2,2,1,1,1,454549.9907231781
478,79,4,3,2,1,0,1,34812.061803753146
479,79,5,3,2,1,0,0,-inf
480,80,0,0,0,0,0,0,-9999.0
481,80,1,0,0,0,1,1,19626.63874160753
482,80,2,1,0,0,1,1,107567.55119147962
483,80,3,2,0,0,0,1,13640.4639308456
484,80,4,2,0,0,0,0,-9999.0
485,80,5,2,0,0,0,0,-inf
486,81,0,0,0,0,0,0,-9999.0
487,81,1,0,0,0,0,0,-9999.0
488,81,2,0,0,0,0,0,-9999.0
489,81,3,0,0,0,0,0,-9999.0
490,81,4,0,0,0,0,0,-9999.0
491,81,5,0,0,0,0,0,-inf
492,82,0,0,0,0,0,0,-9999.0
493,82,1,0,0,0,0,0,-9999.0
494,82,2,0,0,0,1,1,15242.257284563993
495,82,3,1,0,0,0,1,53636.666422867114
496,82,4,1,0,0,0,1,5279.697406553057
497,82,5,1,0,0,0,0,-inf
498,83,0,0,0,0,0,0,-9999.0
499,83,1,0,0,0,0,0,-9999.0
500,83,2,0,0,0,0,0,-9999.0
501,83,3,0,0,0,0,1,5696.119260550632
502,83,4,0,0,0,0,0,-9999.0
503,83,5,0,0,0,0,0,-inf
504,84,0,0,0,0,0,1,9294.962775188835
505,84,1,0,0,0,1,1,23583.29492965151
506,84,2,1,0,0,1,1,46269.756358077786
507,84,3,2,0,0,0,1,4674.992400067747
508,84,4,2,0,0,1,1,110201.73098801839
509,84,5,3,0,0,0,0,-inf
510,85,0,0,0,0,1,1,18386.40842213947
511,85,1,1,0,0,0,1,7618.540848907443
512,85,2,1,0,0,0,0,-9999.0
513,85,3,1,0,0,0,0,-9999.0
514,85,4,1,0,0,0,0,-9999.0
515,85,5,1,0,0,0,0,-inf
516,86,0,0,0,0,0,0,-9999.0
517,86,1,0,0,0,0,0,-9999.0
518,86,2,0,0,0,0,0,-9999.0
519,86,3,0,0,0,0,0,-9999.0
520,86,4,0,0,0,0,0,-9999.0
521,86,5,0,0,0,0,0,-inf
522,87,0,0,0,0,1,1,88605.15862504486
523,87,1,1,0,0,1,1,31338.895607593688
524,87,2,2,0,0,1,1,92290.18613963304
525,87,3,3,0,0,1,1,19636.062497517934
526,87,4,4,0,0,0,1,18058.953000176283
527,87,5,4,0,0,0,0,-inf
528,88,0,0,0,0,0,0,-9999.0
529,88,1,0,0,0,0,0,-9999.0
530,88,2,0,0,0,0,1,3137.6484493493735
531,88,3,0,0,0,0,0,-9999.0
532,88,4,0,0,0,0,1,7872.908049652052
533,88,5,0,0,0,0,0,-inf
534,89,0,0,0,0,0,1,8163.643184280699
535,89,1,0,0,0,0,0,-9999.0
536,89,2,0,0,0,0,1,7148.618725499131
537,89,3,0,0,0,0,0,-9999.0
538,89,4,0,0,0,0,0,-9999.0
539,89,5,0,0,0,0,0,-inf
540,90,0,0,2,0,1,1,18625.649698176476
541,90,1,1,2,0,1,1,84984.40324199089
542,90,2,2,2,0,0,1,24345.349946422804
543,90,3,2,2,0,0,0,-9999.0
544,90,4,2,2,0,0,0,-9999.0
545,90,5,2,2,0,0,0,-inf
546,91,0,0,2,0,0,1,18239.09774447195
547,91,1,0,2,0,0,1,91723.64804262035
548,91,2,0,2,0,1,1,55390.51669446014
549,91,3,1,2,0,1,1,76900.09693180124
550,91,4,2,2,0,0,1,17263.488313688184
551,91,5,2,2,0,0,0,-inf
552,92,0,0,2,0,0,0,-9999.0
553,92,1,0,2,0,0,0,-9999.0
554,92,2,0,2,0,0,0,-9999.0
555,92,3,0,2,0,1,1,60388.657627561304
556,92,4,1,2,0,1,1,365918.27993717155
557,92,5,2,2,0,0,0,-inf
558,93,0,0,2,0,0,1,6672.3190568714535
559,93,1,0,2,0,0,0,-9999.0
560,93,2,0,2,0,1,1,74772.72784770915
561,93,3,1,2,0,1,1,56900.579726970034
562,93,4,2,2,0,0,1,9581.548396787945
563,93,5,2,2,0,0,0,-inf
564,94,0,0,2,0,1,1,77221.18314560672
565,94,1,1,2,0,0,1,136714.89962629922
566,94,2,1,2,0,0,0,-9999.0
567,94,3,1,2,0,0,0,-9999.0
568,94,4,1,2,0,0,1,55152.288902250046
569,94,5,1,2,0,0,0,-inf
570,95,0,0,2,0,0,0,-9999.0
571,95,1,0,2,0,0,1,2340.196405277378
572,95,2,0,2,0,0,0,-9999.0
573,95,3,0,2,0,1,1,40033.51082648743
574,95,4,1,2,0,1,1,16717.461740387313
575,95,5,2,2,0,0,0,-inf
576,96,0,0,2,0,0,0,-9999.0
577,96,1,0,2,0,0,0,-9999.0
578,96,2,0,2,0,0,1,21931.7940738482
579,96,3,0,2,0,1,1,64990.51001379379
580,96,4,1,2,0,0,1,32615.323411061556
581,96,5,1,2,0,0,0,-inf
582,97,0,0,2,0,0,0,-9999.0
583,97,1,0,2,0,0,0,-9999.0
584,97,2,0,2,0,1,1,11182.536888697901
585,97,3,1,2,0,1,1,38858.79682371334
586,97,4,2,2,0,0,1,19587.85697223212
587,97,5,2,2,0,0,0,-inf
588,98,0,0,2,0,1,1,58981.59342236962
589,98,1,1,2,0,1,1,20183.985823806404
590,98,2,2,2,0,0,1,7353.826264163409
591,98,3,2,2,0,0,0,-9999.0
592,98,4,2,2,0,1,1,97332.64703571587
593,98,5,3,2,0,0,0,-inf
594,99,0,0,2,0,1,1,230469.67852406143
595,99,1,1,2,0,1,1,100900.91643596198
596,99,2,2,2,0,1,1,29188.495624985582
597,99,3,3,2,0,1,1,164529.53808412966
598,99,4,4,2,0,0,1,50132.58554767966
599,99,5,4,2,0,0,0,-inf
600,100,0,0,0,0,1,1,376860.0733459003
601,100,1,1,0,0,1,1,16186.139154224164
602,100,2,2,0,0,1,1,26657.657287625694
603,100,3,3,0,0,0,1,125157.8800762458
604,100,4,3,0,0,0,0,-9999.0
605,100,5,3,0,0,0,0,-inf
606,101,0,0,0,0,1,1,38116.81071869041
607,101,1,1,0,0,1,1,57323.24858765449
608,101,2,2,0,0,1,1,24154.360967609813
609,101,3,3,0,0,0,1,8032.763380870199
610,101,4,3,0,0,0,0,-9999.0
611,101,5,3,0,0,0,0,-inf
