age,mean_mental_health,sd_mental_health,sem_mental_health,mean_physical_health,sd_physical_health,sem_physical_health
25,46.57562282533063,10.37714849276655,.2737471757713974,54.07668058455112,7.583961905227127,.2000634523213138
26,46.57309672929719,10.33533541600125,.2726441548709265,54.22123869171887,7.629538276603419,.2012657482077863
27,46.79485074626871,10.84862917301449,.2825700462307576,53.82909769335151,7.961335550484473,.2073658264727906
28,47.00749680715204,10.31741477598599,.2607203985489018,53.75467432950187,8.034340536045418,.2030272613940904
29,47.09078478002391,10.60263240982635,.2585239060488442,53.85240190249705,7.731483373548143,.1885167007609288
30,47.10769729729738,10.26016496299486,.2385439900140432,53.74094054054037,7.855078681614426,.1826268697769176
31,47.17362304687507,10.43441940937978,.2305702725661554,53.72738281249994,7.662439441736423,.1693175903025964
32,47.40664979291317,9.999317803859604,.2145065255193292,53.38035895075925,8.241822927906339,.1768045415586587
33,47.44508685968835,9.908617819310347,.2091244949370994,53.49423162583521,8.018972061502186,.1692429270012027
34,47.4482712879761,9.921638362586434,.2052362340483386,53.41115960633288,8.334638840710515,.1724080061485443
35,47.31403587443947,10.05378609190323,.2029929087117554,53.21148797390953,8.515215775412466,.1719281077554723
36,47.69259085580316,10.02990989310911,.198272228755165,52.82926924579908,8.83927488573948,.1747356407836929
37,47.44976744186052,10.13453418355612,.1995234468917402,52.85795348837211,8.935708260831396,.1759215845867797
38,47.52623791821578,9.957524277965611,.191988508162007,52.5605762081783,9.063355468542291,.1747482654094925
39,47.58669334303391,10.06398891798005,.1919476413819501,52.61316842488169,8.945632917282259,.1706175506685373
40,47.65707569996557,9.957625042846377,.185132025174523,52.31427929484941,9.580050091662283,.1781121569763216
41,47.92759411362078,10.01698024611974,.18530908494945,51.79462354551662,9.80138038185955,.1813205961454759
42,48.14390609390614,9.983142444731113,.1821753454800161,52.14198801198784,9.586562923422202,.1749384447040603
43,47.95113493896422,9.903692425655363,.1798888212513829,51.8124018475749,9.67344938179215,.1757067295645905
44,48.18636042402842,10.21738574301012,.1831260928756301,51.37321233536766,9.933769895834871,.1780428491499698
45,47.91643992371271,10.20458657325459,.1819349163117907,51.39409090909066,9.927977561309739,.177003326278425
46,47.97735545023711,10.0362683983864,.1783961222069229,51.31569036334876,9.801597976231228,.1742248215155351
47,48.14159950015618,9.97990393883129,.1763938843769239,50.91995938769113,10.20498671444997,.1803722017375985
48,48.18243277443855,10.02633253544791,.1783322366308442,50.69112938943361,10.23197993430277,.1819899609747601
49,47.94393300248153,10.10027116198465,.1778834389400467,50.2682382133994,10.44063760891779,.1838778873176457
50,48.07778861277138,10.23898287030309,.1815982054313986,50.29954388172378,10.40521873464795,.1845465583123193
51,48.34657133778214,10.17327699172654,.1813478862489526,49.65905942167121,10.80326888345861,.1925780629179358
52,47.92615038560413,10.59138972243632,.189859859233028,49.33113110539822,11.05939990249532,.1982493481701969
53,47.89996191685198,10.55147114087151,.1879701179151112,48.75145033322746,11.55692860653296,.2058819290602816
54,48.28135055591897,10.31327167110688,.1864995196192205,48.88326030085004,11.41031107466726,.2063377754406547
55,48.16161678594674,10.40988707579836,.1877561134631026,48.13054977228352,11.92729579122085,.2151245912254724
56,48.36208637873759,10.38213514850334,.1892358564930389,48.2701860465115,11.68317908553311,.2129500694403048
57,48.54001005361945,10.37915924650599,.1900040096447338,47.55082439678277,12.04999639828943,.22059085687989
58,48.7304217273955,10.3332834962555,.1898013271736829,47.14818825910916,12.19254848113042,.2239522301102661
59,49.12141598916001,10.28147601241944,.1892331810589011,46.79533197831972,12.45001718529544,.22914573290504
60,49.53054991243435,10.14340414235665,.1898369173783437,46.64744658493861,12.11134703530833,.226667571775179
61,49.97867015706811,10.00961822771974,.1870058533905777,46.37643630017438,12.2577404047616,.229006656685927
62,50.51747157190647,9.66091163113979,.176678016705117,46.09418060200666,12.12966849751649,.221826454402514
63,50.92923401493036,9.54060329493154,.1718818378711298,45.97492048036341,12.26751414564005,.2210093861237131
64,51.28007280785056,9.401502158605776,.1672716870724538,45.73220006331093,12.18252239363007,.2167516466201233
65,51.81626758361994,9.308380853147277,.164576197618365,45.86733354173167,11.96515088740299,.2115490403804211
66,52.0674984443062,9.005754377975821,.1588536366695638,45.90611698817663,11.82616758273758,.208603260708052
67,52.1503863845445,8.953000808125339,.1567809256697925,45.63728610855564,11.90361554450187,.2084507645962237
68,52.11793339558052,8.963752322016518,.1581373603556745,45.71213196389654,12.0555526431504,.2126825021630893
69,52.64173161533638,8.74244155976487,.1549824957431339,45.40076995600239,12.11306324718513,.2147355244309664
70,52.33689732861275,8.978178695505248,.1610710977045433,45.07541358223351,12.03402397700187,.2158938374381955
71,52.34820836098212,8.860391817223015,.1613917398166933,44.52563370935621,12.02974976336882,.2191214885210397
72,52.24733960948412,8.846547124395134,.1651901782416191,44.29696652719672,12.19512067723516,.2277175637029419
73,52.074506676558,9.233358176057971,.1778278340935515,43.70640578635011,12.18459071375077,.2346664490457105
74,52.27731301939063,9.143089725523824,.1818822678833521,43.27296003165819,12.36829277689324,.2460408032338043
75,52.42741796200362,8.884759464296542,.1846190012460089,42.61254317789288,12.33556360914938,.2563242643179519
76,52.39342965419247,8.841242089865732,.1924283987019789,42.07563240170533,12.45177341203323,.2710111084305603
