age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
FE:5 u_H:0,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.900734253364366,-6.87997079957789,-6.8697344739088395,-6.810793502227902,-6.45892935737528,-6.104535450596369,-5.538307663305286,-3.93740394970845,-2.4636127246237534,-1.3880619042978197,0.46835408564979447,1.4747399748768844,1.8066646437071356,2.03630651034668,2.2150195041765985,2.360595870059998,2.481884236755867,2.5863902131979573,2.6759151275743354,2.7533818811015256,2.8036204078772657,2.7925378618733805,2.6681411373760233,2.4685378298200327,2.195996275894845,1.804486330296468,1.1770912544048102,-6.907755278982206
FE:7 u_H:0,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.9007009920943805,-6.8463886128584175,-6.829067083451782,-6.72788452970602,-6.404430909515274,-5.959756828898512,-5.036226526825768,-3.4078672117624804,-1.879803460466335,-0.015745350882416513,1.377861127434109,1.9598824088921933,2.232011101735198,2.4357242206515815,2.5982589986998295,2.733073651638049,2.847482891496378,2.9466764882047847,3.0326382388943625,3.1045762123136496,3.1450571399740817,3.101350792970526,2.9532827317874024,2.757981583289183,2.4878087168036855,2.0829322426369736,1.45830092179201,-6.907755278982206
FE:8 u_H:0,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.90072398215294,-6.872479941422774,-6.8590413258789695,-6.771879397558739,-6.390856059393969,-5.952967367994692,-4.855937059718523,-3.230556771676554,-1.9464605529596555,-0.9878485748816973,0.8580507271312131,2.008024789520561,2.344342243154945,2.572874376517765,2.7506327257062013,2.89519722142088,3.0151765554878494,3.118939655213328,3.2079036801424134,3.2833793987539246,3.3192420582105115,3.2951323308663256,3.1702535971554973,2.9694760461308394,2.6953819551285734,2.3013617365587664,1.683509293205318,-6.907755278982206
FE:10 u_H:0,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.8946602058737305,-6.868541717396323,-6.850844183077355,-6.686353420445291,-6.354331153252984,-6.004981733274438,-5.347216155249514,-3.742867937242018,-1.8347184611225118,-0.4604284954807683,1.1793968900635596,2.212501329715063,2.5345117595380713,2.759048832765943,2.9353388869817922,3.078940134084505,3.1984974849862926,3.302268941503492,3.391700901122309,3.4654539818115233,3.5135057223048762,3.489435682427759,3.3577528554345477,3.1600391080603836,2.8854294896676063,2.489355211073934,1.8650572028005543,-6.907755278982206
FE:12 u_H:0,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.90027112143056,-6.884529855033324,-6.859330151144989,-6.838533912016916,-6.71460711392577,-6.323320016081566,-5.93962235906203,-5.1688532300250625,-3.4877735220104986,-1.6305942534672055,0.2637588334013952,1.7000416553623285,2.4608817817955355,2.747360490367114,2.958200617256074,3.126593650607947,3.264537219765154,3.3802160335339524,3.48153698110986,3.569063730394626,3.641914649912329,3.684887954338448,3.647959091161419,3.507034605084288,3.3086381128441404,3.039700781399459,2.644969504400165,2.0168749421089025,-6.907755278982206
FE:13 u_H:0,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.884460879091629,-6.866776723732925,-6.660093983784512,-6.117095465551129,-5.669451349637184,-4.466984054664538,-2.9233501719449886,-1.4577066145355995,-0.15235460483982033,1.5905105280904024,2.573575841737644,2.8813048632670135,3.098496971936401,3.2685740826051544,3.4081474149420625,3.5251208310772575,3.6257885450491405,3.712748045672481,3.7837383347100855,3.817856378061569,3.7777188153469567,3.6415197975448046,3.4424133643300707,3.1750516737641297,2.7755428869884455,2.150326398589903,-6.907755278982206
FE:15 u_H:0,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.891959264013,-6.845625917827295,-6.784092349753226,-6.493148139381373,-6.056628845250943,-5.702016549019011,-4.726954887710318,-3.1706007878615914,-1.5549083214704438,-0.11324171547865217,1.5870507705585126,2.658964849089732,2.9752954892188046,3.1959653353644795,3.3687089715999705,3.509761956339751,3.628092781779991,3.7302635972444182,3.8178340367291743,3.88817340053849,3.926374871047027,3.8952407286612436,3.76079949362465,3.557307562062777,3.292885251881961,2.9039008127414117,2.269727435501897,-6.907755278982206
FE:17 u_H:0,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.901780866213049,-6.863429954519373,-6.846687062452822,-6.822924042607081,-6.466635568453908,-6.0990748619616015,-5.774933832722489,-4.160260442428023,-2.452885836996595,-0.7374304303025261,1.8813497898283271,2.690579690088329,3.0281217868662624,3.260931409585777,3.4441464009187146,3.59419867965292,3.7217179536578047,3.830840083540268,3.9260045939736568,4.0088609677489,4.074152209734811,4.097966804979813,4.0304654574855645,3.8752725675503417,3.677879990427988,3.4022124064147645,3.008797223830575,2.3683700748934657,-6.907755278982206
FE:18 u_H:0,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.907755278982206,-6.874956035694571,-6.839250124381776,-6.806755742165978,-6.48643206688647,-6.028856606882587,-5.592799635978441,-3.5273067034072585,-2.0899573419003388,-0.25728179970975507,2.0800503059645097,2.837656335565348,3.169049928282703,3.3941570821120375,3.572633143031283,3.720174499138602,3.8439983849821013,3.9497621511945216,4.042935622061606,4.124349007447073,4.188241100261805,4.198931140702647,4.123630959727256,3.970601945492161,3.7649622388903774,3.497953999261258,3.098258382698001,2.4652855462401546,-6.907755278982206
