age,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
FE:5 u_H:0,5.066982271036793,5.195816442307896,5.3044315606497605,5.435160503778255,5.530805843301598,5.629331751400034,5.7420902869355235,5.845513558997074,5.920384853928318,6.018196489433784,6.097905256394176,6.195435985260514,6.259372547298768,6.339994251503472,6.417692210218816,6.482344749387814,6.529289581402498,6.586957277982637,6.641037618635993,6.668100115888955,6.703452067889855,6.72965748445307,6.763821321802178,6.794751349902487,6.7926413621312784,6.800005919457828,6.787907153504787,6.776466670679846,6.770897583751331,6.742781162511644,6.703483664420295,6.680485368895625,6.652271399861485,6.611869107847465,6.569211691613572,6.5143345426415475,6.462409803879414,6.412206206032897,6.346859647387812,6.266872341502088,6.200425600840509,6.113286474678221,6.031059105249372,5.956667012845099,5.865117202213885,5.754929275757027,5.643963179500192,5.533643499431872,5.432568946952791,5.309240465724896,5.190335882455942
FE:7 u_H:0,6.755976361382474,6.93351516912265,7.061645732899735,7.2327195249721115,7.373970129045682,7.510235282761887,7.653850362108988,7.790323913726286,7.903231311714589,8.028073183606775,8.119909373122214,8.257643094910446,8.34632587804596,8.447808666629063,8.554388545984231,8.648756183748578,8.722757540693244,8.796139384714321,8.845284955818268,8.901343303809778,8.972906719883817,8.97926169089318,9.017894590483074,9.048966311090261,9.056319258334273,9.075789732348115,9.054294825116786,9.039571389749018,9.024658580167817,8.99569981519648,8.954949853584932,8.917869047068962,8.868121121424798,8.800711635077691,8.7739475215912,8.684241044851968,8.636356251911645,8.556143308434049,8.46744998891199,8.36565003915389,8.270626406914847,8.164906450788306,8.053181289673601,7.933882227099604,7.81559974588862,7.650408074483132,7.532314936359501,7.379053192825531,7.225691999885931,7.06658798775968,6.920852062074065
FE:8 u_H:0,8.444970451727883,8.648894234178144,8.839142871408267,9.051627547678766,9.19667371520997,9.378874874995544,9.561070396338167,9.758107356653289,9.891356741893995,10.051765469424405,10.183712526019491,10.333072189025817,10.421751510483178,10.538445143578045,10.675878475905803,10.791112799211414,10.893120805367552,10.972407941190587,11.07887588553776,11.127338076592986,11.180367983459423,11.242035052554133,11.305065851538728,11.298499079270018,11.321068936885373,11.340715765550867,11.33662830028158,11.313516175576481,11.299518270074675,11.26459326342373,11.194350271448188,11.149315412937456,11.076625143831631,11.021084763830682,10.950625626754904,10.855301306065025,10.778302178288397,10.692665661033523,10.584933793522627,10.442332173215615,10.343734875097901,10.194186668757906,10.060003579954598,9.919090379019217,9.768930116894559,9.575320904792973,9.404957479551268,9.214659225880894,9.047948270141232,8.860100134425844,8.65510726558707
FE:10 u_H:0,10.133964542073587,10.391632884615795,10.60823256276299,10.874183138483488,11.055703249291378,11.272042345485643,11.478732524738426,11.679944623185275,11.850623789657273,12.0549725676311,12.184937931125813,12.374711767285833,12.525438596842145,12.673217636864276,12.821698655177965,12.969295740692235,13.060902539917278,13.19186740155917,13.293865073559331,13.354387164305123,13.441874765143709,13.480066365011762,13.538052496044898,13.58067342156163,13.562775294960554,13.602424678846198,13.582246227770401,13.55775114880781,13.545801248545125,13.470386269257817,13.4387891432614,13.375220287322023,13.304542799722965,13.218265962537993,13.122907590703116,13.018669840595079,12.943867537315802,12.838739216766868,12.69744713907181,12.530798607858827,12.419024089862944,12.250943594600312,12.072004295945213,11.91680921597924,11.731601361546772,11.49307108102907,11.281335080538401,11.075690136296366,10.831571360903903,10.620960791424524,10.38612871870431
FE:12 u_H:0,11.822958632419077,12.10701194967115,12.355673077696713,12.689550874507328,12.90980908561288,13.14837477226337,13.40138869817672,13.62741015896264,13.819158366733006,14.063300962740298,14.214069629165714,14.432021845652299,14.610408667664748,14.779276642249416,14.958648431040457,15.13084503080782,15.270246909475457,15.377762846252464,15.491169507150097,15.582885935044885,15.662714943741069,15.732331006850062,15.790657708611947,15.844118991822135,15.8494965116391,15.877940398410848,15.8459539323984,15.829554686880623,15.82773834829366,15.750861444253905,15.678587333805483,15.600729340886051,15.538494422778978,15.425870500592199,15.314584295306691,15.168706048874531,15.079845112430798,14.973250789759252,14.798901213208687,14.600361060319234,14.476140416446212,14.286077545986469,14.05681827695834,13.862400198603387,13.670920422083016,13.393698037370749,13.170016401320735,12.924655003219051,12.66786646414427,12.394014093299509,12.128468298206121
FE:13 u_H:0,13.511952722764947,13.843990687396769,14.12497295523023,14.47917107101792,14.73043377716745,15.032065562517937,15.298620642330263,15.589883239793304,15.821478367125382,16.048523971823386,16.259147780311157,16.50843034602413,16.702568055713535,16.889598785575757,17.099653248462015,17.253497166960802,17.432091124737752,17.583952812051788,17.70943364969627,17.797415032973984,17.90024564999035,17.941496595238156,18.027247763579037,18.13324973515397,18.112638516668554,18.135493865159308,18.096797795505392,18.06415404521502,18.030087971331774,17.96583995752477,17.906717525727796,17.8420712272627,17.761427497100332,17.625396950652423,17.542723112341072,17.369507653261685,17.2727125038233,17.11630817608243,16.939870436885567,16.728354003162437,16.527683723987185,16.305920112121825,16.091298068190717,15.879811780534654,15.623909053809237,15.305292807762266,15.023324527690658,14.740869180661079,14.46911726248975,14.157974575266639,13.858681313724583
FE:15 u_H:0,15.200946813110356,15.579118024608402,15.902890466096824,16.3141713059207,16.570753259761414,16.888998667401964,17.22014180553266,17.531345757549172,17.794939985101372,18.06959605922558,18.31872270700605,18.602835436362895,18.782579976725692,19.024496665272657,19.250795669779453,19.43206396193444,19.598323941212733,19.79248445336325,19.900712166962442,20.055302832362685,20.166388689354516,20.220099547518213,20.33230261728912,20.40231393702371,20.35019171814633,20.37227009917187,20.379399267368388,20.333013367625263,20.301876332439555,20.248711351852368,20.152217124688423,20.080642367896196,19.934383582517572,19.829744195160103,19.71345349703736,19.564925048971496,19.418087057520104,19.255846698092633,19.039460588874373,18.81166480630109,18.614361282012975,18.349536003764168,18.126013242409876,17.852277568060934,17.589200299606198,17.220468905190536,16.918047853730144,16.61935276112895,16.284406893819945,15.948180241966671,15.594654447135058
FE:17 u_H:0,16.889940903455766,17.311159694295174,17.670929226556932,18.115056050967727,18.39881820570866,18.77224349623382,19.10852066984477,19.480427490486303,19.75573206933388,20.080901952534244,20.345679888713896,20.644107737276432,20.852179783135316,21.128298715276475,21.358092954246622,21.58606413335334,21.79269543604699,21.966931706663512,22.142031989359065,22.27312666444545,22.372657772383853,22.46145640422397,22.566090019675123,22.61037585284814,22.60730494747003,22.70824086366334,22.637077046283526,22.57350115728502,22.593695098759408,22.47194350948638,22.379419180356944,22.3157830614212,22.155873751647743,22.00438492253015,21.90771616706149,21.693937204316708,21.54263587490169,21.341345518160253,21.14874313603352,20.895712128226197,20.65354702558951,20.38717869804308,20.105884180699974,19.833547170986357,19.537860233789118,19.147284315488942,18.829688794488458,18.450864957999283,18.067396653771585,17.681969094241236,17.346594223123645
FE:18 u_H:0,18.57893499380162,19.047932720852526,19.46345467685285,19.933642229430593,20.245921449660393,20.65927899715958,21.02311827060821,21.429740108731707,21.74033818458458,22.108643635902805,22.372274651032996,22.705825143798233,22.92512634066642,23.25905884344087,23.517598898778303,23.733410844225467,23.96628561337748,24.157900781632847,24.336061468424887,24.46709662125653,24.633237302531985,24.713455002521663,24.8417837511169,24.9082020974805,24.86656174148914,24.928931498138816,24.877201041455514,24.84557235132741,24.861877986929038,24.733781423016378,24.6261120973583,24.516883164400454,24.449378007150543,24.21485587890478,24.161068146947773,23.90563542150572,23.761154478096838,23.561189550731587,23.27591933581417,22.956927367774934,22.730895834348946,22.444294015727724,22.126829450189398,21.796514105055977,21.457814068472324,21.064474909375527,20.678822444499055,20.28884110674069,19.902002874848172,19.460395426061016,19.06235641656181
